date,location,daily_vaccinations
5/8/21,Mississippi,9131
1/12/21,Missouri,
1/13/21,Missouri,0
1/14/21,Missouri,6765
1/15/21,Missouri,9554
1/16/21,Missouri,10029
1/17/21,Missouri,10313
1/18/21,Missouri,10503
1/19/21,Missouri,10639
1/20/21,Missouri,11813
1/21/21,Missouri,12867
1/22/21,Missouri,13607
1/23/21,Missouri,12832
1/24/21,Missouri,14912
1/25/21,Missouri,15842
1/26/21,Missouri,14860
1/27/21,Missouri,16239
1/28/21,Missouri,16739
1/29/21,Missouri,17535
1/30/21,Missouri,16674
1/31/21,Missouri,18092
2/1/21,Missouri,18072
2/2/21,Missouri,18019
2/3/21,Missouri,17709
2/4/21,Missouri,17522
2/5/21,Missouri,18250
2/6/21,Missouri,25073
2/7/21,Missouri,25824
2/8/21,Missouri,25891
2/9/21,Missouri,25780
2/10/21,Missouri,26792
2/11/21,Missouri,27112
2/12/21,Missouri,25899
2/13/21,Missouri,31850
2/14/21,Missouri,31839
2/15/21,Missouri,31435
2/16/21,Missouri,33154
2/17/21,Missouri,31764
2/18/21,Missouri,31498
2/19/21,Missouri,42395
2/20/21,Missouri,33710
2/21/21,Missouri,33671
2/22/21,Missouri,34346
2/23/21,Missouri,33139
2/24/21,Missouri,35032
2/25/21,Missouri,36045
2/26/21,Missouri,28457
2/27/21,Missouri,33602
2/28/21,Missouri,27955
3/1/21,Missouri,38731
3/2/21,Missouri,39022
3/3/21,Missouri,39796
3/4/21,Missouri,41522
3/5/21,Missouri,41541
3/6/21,Missouri,39153
3/7/21,Missouri,45816
3/8/21,Missouri,36977
3/9/21,Missouri,37576
3/10/21,Missouri,38508
3/11/21,Missouri,38020
3/12/21,Missouri,36508
3/13/21,Missouri,45011
3/14/21,Missouri,38159
3/15/21,Missouri,37603
3/16/21,Missouri,37252
3/17/21,Missouri,36343
3/18/21,Missouri,37813
3/19/21,Missouri,39155
3/20/21,Missouri,31512
3/21/21,Missouri,39499
3/22/21,Missouri,39638
3/23/21,Missouri,40707
3/24/21,Missouri,41418
3/25/21,Missouri,41006
3/26/21,Missouri,40510
3/27/21,Missouri,40532
3/28/21,Missouri,40997
3/29/21,Missouri,41481
3/30/21,Missouri,41237
3/31/21,Missouri,42163
4/1/21,Missouri,42952
4/2/21,Missouri,50120
4/3/21,Missouri,53466
4/4/21,Missouri,53787
4/5/21,Missouri,55514
4/6/21,Missouri,54224
4/7/21,Missouri,54210
4/8/21,Missouri,56275
4/9/21,Missouri,50338
4/10/21,Missouri,48229
4/11/21,Missouri,48522
4/12/21,Missouri,48940
4/13/21,Missouri,54468
4/14/21,Missouri,51276
4/15/21,Missouri,48540
4/16/21,Missouri,49432
4/17/21,Missouri,50479
4/18/21,Missouri,51700
4/19/21,Missouri,48563
4/20/21,Missouri,43253
4/21/21,Missouri,46508
4/22/21,Missouri,46992
4/23/21,Missouri,46239
4/24/21,Missouri,41858
4/25/21,Missouri,42341
4/26/21,Missouri,46130
4/27/21,Missouri,47071
4/28/21,Missouri,45424
4/29/21,Missouri,43943
4/30/21,Missouri,42153
5/1/21,Missouri,41423
5/2/21,Missouri,36721
5/3/21,Missouri,32377
5/4/21,Missouri,31640
5/5/21,Missouri,30275
5/6/21,Missouri,29289
5/7/21,Missouri,28024
5/8/21,Missouri,27947
1/12/21,Montana,
1/13/21,Montana,1980
1/14/21,Montana,2268
1/15/21,Montana,2427
1/16/21,Montana,2228
1/17/21,Montana,2109
1/18/21,Montana,2030
1/19/21,Montana,1973
1/20/21,Montana,1880
1/21/21,Montana,1967
1/22/21,Montana,2426
1/23/21,Montana,3078
1/24/21,Montana,3423
1/25/21,Montana,3299
1/26/21,Montana,3122
1/27/21,Montana,3421
1/28/21,Montana,3689
1/29/21,Montana,3749
1/30/21,Montana,3818
1/31/21,Montana,3991
2/1/21,Montana,4113
2/2/21,Montana,4225
2/3/21,Montana,4172
2/4/21,Montana,4276
2/5/21,Montana,4278
2/6/21,Montana,4516
2/7/21,Montana,4749
2/8/21,Montana,4733
2/9/21,Montana,4686
2/10/21,Montana,4853
2/11/21,Montana,4742
2/12/21,Montana,5023
2/13/21,Montana,5211
2/14/21,Montana,5578
2/15/21,Montana,5709
2/16/21,Montana,5934
2/17/21,Montana,5748
2/18/21,Montana,5819
2/19/21,Montana,9076
2/20/21,Montana,8790
2/21/21,Montana,8613
2/22/21,Montana,8797
2/23/21,Montana,8764
2/24/21,Montana,8864
2/25/21,Montana,8889
2/26/21,Montana,5681
2/27/21,Montana,6026
2/28/21,Montana,6332
3/1/21,Montana,6266
3/2/21,Montana,6164
3/3/21,Montana,6421
3/4/21,Montana,6959
3/5/21,Montana,7329
3/6/21,Montana,7575
3/7/21,Montana,7940
3/8/21,Montana,8125
3/9/21,Montana,8205
3/10/21,Montana,8294
3/11/21,Montana,8348
3/12/21,Montana,8310
3/13/21,Montana,8448
3/14/21,Montana,8395
3/15/21,Montana,8186
3/16/21,Montana,8303
3/17/21,Montana,8177
3/18/21,Montana,7830
3/19/21,Montana,7498
3/20/21,Montana,7153
3/21/21,Montana,6751
3/22/21,Montana,6974
3/23/21,Montana,6568
3/24/21,Montana,6877
3/25/21,Montana,7086
3/26/21,Montana,7445
3/27/21,Montana,7701
3/28/21,Montana,8000
3/29/21,Montana,7816
3/30/21,Montana,8175
3/31/21,Montana,9699
4/1/21,Montana,10059
4/2/21,Montana,10018
4/3/21,Montana,10014
4/4/21,Montana,10105
4/5/21,Montana,10156
4/6/21,Montana,10053
4/7/21,Montana,8784
4/8/21,Montana,8886
4/9/21,Montana,9257
4/10/21,Montana,9320
4/11/21,Montana,9340
4/12/21,Montana,9375
4/13/21,Montana,9518
4/14/21,Montana,8415
4/15/21,Montana,8425
4/16/21,Montana,8049
4/17/21,Montana,7869
4/18/21,Montana,6164
4/19/21,Montana,7419
4/20/21,Montana,7275
4/21/21,Montana,7811
4/22/21,Montana,7177
4/23/21,Montana,6852
4/24/21,Montana,6654
4/25/21,Montana,7712
4/26/21,Montana,6240
4/27/21,Montana,6164
4/28/21,Montana,6229
4/29/21,Montana,6386
4/30/21,Montana,6261
5/1/21,Montana,6067
5/2/21,Montana,5793
5/3/21,Montana,5625
5/4/21,Montana,5566
5/5/21,Montana,5197
5/6/21,Montana,4747
5/7/21,Montana,4376
5/8/21,Montana,3874
1/12/21,Nebraska,
1/13/21,Nebraska,5260
1/14/21,Nebraska,5240
1/15/21,Nebraska,5585
1/16/21,Nebraska,4970
1/17/21,Nebraska,4601
1/18/21,Nebraska,4354
1/19/21,Nebraska,4179
1/20/21,Nebraska,3798
1/21/21,Nebraska,3846
1/22/21,Nebraska,3894
1/23/21,Nebraska,4250
1/24/21,Nebraska,5058
1/25/21,Nebraska,4781
1/26/21,Nebraska,4492
1/27/21,Nebraska,4756
1/28/21,Nebraska,5454
1/29/21,Nebraska,5703
1/30/21,Nebraska,6172
1/31/21,Nebraska,6409
2/1/21,Nebraska,6698
2/2/21,Nebraska,6754
2/3/21,Nebraska,6959
2/4/21,Nebraska,6444
2/5/21,Nebraska,6538
2/6/21,Nebraska,7304
2/7/21,Nebraska,7595
2/8/21,Nebraska,7592
2/9/21,Nebraska,7555
2/10/21,Nebraska,7540
2/11/21,Nebraska,7536
2/12/21,Nebraska,7967
2/13/21,Nebraska,7935
2/14/21,Nebraska,7833
2/15/21,Nebraska,7729
2/16/21,Nebraska,7904
2/17/21,Nebraska,7691
2/18/21,Nebraska,8168
2/19/21,Nebraska,12550
2/20/21,Nebraska,12376
2/21/21,Nebraska,12421
2/22/21,Nebraska,13212
2/23/21,Nebraska,14590
2/24/21,Nebraska,15856
2/25/21,Nebraska,16766
2/26/21,Nebraska,13508
2/27/21,Nebraska,11913
2/28/21,Nebraska,14541
3/1/21,Nebraska,13667
3/2/21,Nebraska,13162
3/3/21,Nebraska,13030
3/4/21,Nebraska,13011
3/5/21,Nebraska,13272
3/6/21,Nebraska,13165
3/7/21,Nebraska,11660
3/8/21,Nebraska,13871
3/9/21,Nebraska,15629
3/10/21,Nebraska,15752
3/11/21,Nebraska,16610
3/12/21,Nebraska,16882
3/13/21,Nebraska,18600
3/14/21,Nebraska,15765
3/15/21,Nebraska,15917
3/16/21,Nebraska,14698
3/17/21,Nebraska,14961
3/18/21,Nebraska,14589
3/19/21,Nebraska,14499
3/20/21,Nebraska,12782
3/21/21,Nebraska,15585
3/22/21,Nebraska,16083
3/23/21,Nebraska,15352
3/24/21,Nebraska,15175
3/25/21,Nebraska,14875
3/26/21,Nebraska,14638
3/27/21,Nebraska,14615
3/28/21,Nebraska,15183
3/29/21,Nebraska,14663
3/30/21,Nebraska,16008
3/31/21,Nebraska,17502
4/1/21,Nebraska,18646
4/2/21,Nebraska,19190
4/3/21,Nebraska,19164
4/4/21,Nebraska,18286
4/5/21,Nebraska,17756
4/6/21,Nebraska,17050
4/7/21,Nebraska,16376
4/8/21,Nebraska,15705
4/9/21,Nebraska,16564
4/10/21,Nebraska,16555
4/11/21,Nebraska,17269
4/12/21,Nebraska,17297
4/13/21,Nebraska,21399
4/14/21,Nebraska,21850
4/15/21,Nebraska,21711
4/16/21,Nebraska,21205
4/17/21,Nebraska,21177
4/18/21,Nebraska,19616
4/19/21,Nebraska,19255
4/20/21,Nebraska,15904
4/21/21,Nebraska,14141
4/22/21,Nebraska,14602
4/23/21,Nebraska,11920
4/24/21,Nebraska,12737
4/25/21,Nebraska,11152
4/26/21,Nebraska,14357
4/27/21,Nebraska,11933
4/28/21,Nebraska,13147
4/29/21,Nebraska,11726
4/30/21,Nebraska,10487
5/1/21,Nebraska,9691
5/2/21,Nebraska,13339
5/3/21,Nebraska,11791
5/4/21,Nebraska,11790
5/5/21,Nebraska,10154
5/6/21,Nebraska,10229
5/7/21,Nebraska,12017
5/8/21,Nebraska,14145
1/12/21,Nevada,
1/13/21,Nevada,0
1/14/21,Nevada,7596
1/15/21,Nevada,7340
1/16/21,Nevada,6703
1/17/21,Nevada,6321
1/18/21,Nevada,6066
1/19/21,Nevada,5884
1/20/21,Nevada,6497
1/21/21,Nevada,5592
1/22/21,Nevada,6112
1/23/21,Nevada,6938
1/24/21,Nevada,8421
1/25/21,Nevada,8832
1/26/21,Nevada,8789
1/27/21,Nevada,9605
1/28/21,Nevada,11279
1/29/21,Nevada,11961
1/30/21,Nevada,12452
1/31/21,Nevada,12696
2/1/21,Nevada,12698
2/2/21,Nevada,12687
2/3/21,Nevada,15015
2/4/21,Nevada,13808
2/5/21,Nevada,13448
2/6/21,Nevada,14009
2/7/21,Nevada,13285
2/8/21,Nevada,13990
2/9/21,Nevada,14051
2/10/21,Nevada,12409
2/11/21,Nevada,12497
2/12/21,Nevada,12836
2/13/21,Nevada,12686
2/14/21,Nevada,13479
2/15/21,Nevada,12990
2/16/21,Nevada,13610
2/17/21,Nevada,12383
2/18/21,Nevada,12558
2/19/21,Nevada,18309
2/20/21,Nevada,20669
2/21/21,Nevada,20198
2/22/21,Nevada,21272
2/23/21,Nevada,21660
2/24/21,Nevada,21973
2/25/21,Nevada,22173
2/26/21,Nevada,17176
2/27/21,Nevada,15691
2/28/21,Nevada,16555
3/1/21,Nevada,18372
3/2/21,Nevada,17823
3/3/21,Nevada,18162
3/4/21,Nevada,18282
3/5/21,Nevada,18675
3/6/21,Nevada,19208
3/7/21,Nevada,20510
3/8/21,Nevada,20110
3/9/21,Nevada,20255
3/10/21,Nevada,20670
3/11/21,Nevada,22049
3/12/21,Nevada,22496
3/13/21,Nevada,22668
3/14/21,Nevada,22869
3/15/21,Nevada,22559
3/16/21,Nevada,22167
3/17/21,Nevada,22243
3/18/21,Nevada,22540
3/19/21,Nevada,22258
3/20/21,Nevada,22502
3/21/21,Nevada,22287
3/22/21,Nevada,21591
3/23/21,Nevada,21471
3/24/21,Nevada,21650
3/25/21,Nevada,21747
3/26/21,Nevada,22487
3/27/21,Nevada,22591
3/28/21,Nevada,22522
3/29/21,Nevada,23297
3/30/21,Nevada,23510
3/31/21,Nevada,23233
4/1/21,Nevada,22811
4/2/21,Nevada,22167
4/3/21,Nevada,22494
4/4/21,Nevada,22730
4/5/21,Nevada,22059
4/6/21,Nevada,21739
4/7/21,Nevada,22374
4/8/21,Nevada,23236
4/9/21,Nevada,25293
4/10/21,Nevada,26248
4/11/21,Nevada,27264
4/12/21,Nevada,28800
4/13/21,Nevada,29280
4/14/21,Nevada,29211
4/15/21,Nevada,29721
4/16/21,Nevada,28270
4/17/21,Nevada,26822
4/18/21,Nevada,25933
4/19/21,Nevada,24618
4/20/21,Nevada,24463
4/21/21,Nevada,24262
4/22/21,Nevada,22379
4/23/21,Nevada,21167
4/24/21,Nevada,19977
4/25/21,Nevada,18864
4/26/21,Nevada,18422
4/27/21,Nevada,18343
4/28/21,Nevada,17950
4/29/21,Nevada,17921
4/30/21,Nevada,18408
5/1/21,Nevada,18913
5/2/21,Nevada,18690
5/3/21,Nevada,17639
5/4/21,Nevada,17040
5/5/21,Nevada,16788
5/6/21,Nevada,17085
5/7/21,Nevada,16619
5/8/21,Nevada,15871
1/12/21,New Hampshire,
1/13/21,New Hampshire,4605
1/14/21,New Hampshire,4049
1/15/21,New Hampshire,3968
1/16/21,New Hampshire,3541
1/17/21,New Hampshire,3285
1/18/21,New Hampshire,3114
1/19/21,New Hampshire,2992
1/20/21,New Hampshire,2886
1/21/21,New Hampshire,3133
1/22/21,New Hampshire,3297
1/23/21,New Hampshire,3577
1/24/21,New Hampshire,3757
1/25/21,New Hampshire,3618
1/26/21,New Hampshire,3635
1/27/21,New Hampshire,3952
1/28/21,New Hampshire,4259
1/29/21,New Hampshire,4545
1/30/21,New Hampshire,4846
1/31/21,New Hampshire,4996
2/1/21,New Hampshire,5127
2/2/21,New Hampshire,5542
2/3/21,New Hampshire,5027
2/4/21,New Hampshire,4948
2/5/21,New Hampshire,5105
2/6/21,New Hampshire,5348
2/7/21,New Hampshire,5368
2/8/21,New Hampshire,5155
2/9/21,New Hampshire,4704
2/10/21,New Hampshire,5417
2/11/21,New Hampshire,5574
2/12/21,New Hampshire,5424
2/13/21,New Hampshire,5642
2/14/21,New Hampshire,6093
2/15/21,New Hampshire,6570
2/16/21,New Hampshire,6846
2/17/21,New Hampshire,6018
2/18/21,New Hampshire,6109
2/19/21,New Hampshire,7182
2/20/21,New Hampshire,7089
2/21/21,New Hampshire,7467
2/22/21,New Hampshire,7900
2/23/21,New Hampshire,8231
2/24/21,New Hampshire,9131
2/25/21,New Hampshire,9198
2/26/21,New Hampshire,8355
2/27/21,New Hampshire,8639
2/28/21,New Hampshire,8685
3/1/21,New Hampshire,8130
3/2/21,New Hampshire,8039
3/3/21,New Hampshire,8178
3/4/21,New Hampshire,8368
3/5/21,New Hampshire,8375
3/6/21,New Hampshire,8620
3/7/21,New Hampshire,8643
3/8/21,New Hampshire,8668
3/9/21,New Hampshire,9056
3/10/21,New Hampshire,9412
3/11/21,New Hampshire,9833
3/12/21,New Hampshire,10400
3/13/21,New Hampshire,11285
3/14/21,New Hampshire,11228
3/15/21,New Hampshire,11392
3/16/21,New Hampshire,11078
3/17/21,New Hampshire,10485
3/18/21,New Hampshire,10138
3/19/21,New Hampshire,9945
3/20/21,New Hampshire,9188
3/21/21,New Hampshire,9893
3/22/21,New Hampshire,10336
3/23/21,New Hampshire,10574
3/24/21,New Hampshire,10876
3/25/21,New Hampshire,10935
3/26/21,New Hampshire,10529
3/27/21,New Hampshire,10228
3/28/21,New Hampshire,9785
3/29/21,New Hampshire,9284
3/30/21,New Hampshire,8804
3/31/21,New Hampshire,8585
4/1/21,New Hampshire,20212
4/2/21,New Hampshire,20919
4/3/21,New Hampshire,25560
4/4/21,New Hampshire,25119
4/5/21,New Hampshire,27730
4/6/21,New Hampshire,27685
4/7/21,New Hampshire,30627
4/8/21,New Hampshire,21544
4/9/21,New Hampshire,24005
4/10/21,New Hampshire,22532
4/11/21,New Hampshire,26249
4/12/21,New Hampshire,26006
4/13/21,New Hampshire,27959
4/14/21,New Hampshire,25522
4/15/21,New Hampshire,27383
4/16/21,New Hampshire,26648
4/17/21,New Hampshire,23707
4/18/21,New Hampshire,20183
4/19/21,New Hampshire,17672
4/20/21,New Hampshire,15984
4/21/21,New Hampshire,15137
4/22/21,New Hampshire,9598
4/23/21,New Hampshire,6404
4/24/21,New Hampshire,5025
4/25/21,New Hampshire,3993
4/26/21,New Hampshire,3924
4/27/21,New Hampshire,3401
4/28/21,New Hampshire,2984
4/29/21,New Hampshire,2997
4/30/21,New Hampshire,3088
5/1/21,New Hampshire,3390
5/2/21,New Hampshire,3429
5/3/21,New Hampshire,3424
5/4/21,New Hampshire,3556
5/5/21,New Hampshire,3534
5/6/21,New Hampshire,3044
5/7/21,New Hampshire,-47
5/8/21,New Hampshire,-386
1/12/21,New Jersey,
1/13/21,New Jersey,41937
1/14/21,New Jersey,21188
1/15/21,New Jersey,32008
1/16/21,New Jersey,29199
1/17/21,New Jersey,27513
1/18/21,New Jersey,26389
1/19/21,New Jersey,25586
1/20/21,New Jersey,24177
1/21/21,New Jersey,24114
1/22/21,New Jersey,21042
1/23/21,New Jersey,23293
1/24/21,New Jersey,25288
1/25/21,New Jersey,26252
1/26/21,New Jersey,25084
1/27/21,New Jersey,25663
1/28/21,New Jersey,30856
1/29/21,New Jersey,37580
1/30/21,New Jersey,38294
1/31/21,New Jersey,37116
2/1/21,New Jersey,35307
2/2/21,New Jersey,37264
2/3/21,New Jersey,34266
2/4/21,New Jersey,29072
2/5/21,New Jersey,22473
2/6/21,New Jersey,38906
2/7/21,New Jersey,39909
2/8/21,New Jersey,40656
2/9/21,New Jersey,37172
2/10/21,New Jersey,42430
2/11/21,New Jersey,49279
2/12/21,New Jersey,52572
2/13/21,New Jersey,38345
2/14/21,New Jersey,39217
2/15/21,New Jersey,41921
2/16/21,New Jersey,47221
2/17/21,New Jersey,47383
2/18/21,New Jersey,49357
2/19/21,New Jersey,50244
2/20/21,New Jersey,48414
2/21/21,New Jersey,48529
2/22/21,New Jersey,46183
2/23/21,New Jersey,47389
2/24/21,New Jersey,46169
2/25/21,New Jersey,46315
2/26/21,New Jersey,48381
2/27/21,New Jersey,51418
2/28/21,New Jersey,53805
3/1/21,New Jersey,54984
3/2/21,New Jersey,61182
3/3/21,New Jersey,63752
3/4/21,New Jersey,65554
3/5/21,New Jersey,65709
3/6/21,New Jersey,67167
3/7/21,New Jersey,66956
3/8/21,New Jersey,67911
3/9/21,New Jersey,64587
3/10/21,New Jersey,66441
3/11/21,New Jersey,72811
3/12/21,New Jersey,73389
3/13/21,New Jersey,76089
3/14/21,New Jersey,75859
3/15/21,New Jersey,77298
3/16/21,New Jersey,76470
3/17/21,New Jersey,77142
3/18/21,New Jersey,73136
3/19/21,New Jersey,73471
3/20/21,New Jersey,71940
3/21/21,New Jersey,73759
3/22/21,New Jersey,74649
3/23/21,New Jersey,65951
3/24/21,New Jersey,75257
3/25/21,New Jersey,74644
3/26/21,New Jersey,75391
3/27/21,New Jersey,77007
3/28/21,New Jersey,80176
3/29/21,New Jersey,81223
3/30/21,New Jersey,93733
3/31/21,New Jersey,85613
4/1/21,New Jersey,93515
4/2/21,New Jersey,99489
4/3/21,New Jersey,101852
4/4/21,New Jersey,101790
4/5/21,New Jersey,100784
4/6/21,New Jersey,98186
4/7/21,New Jersey,101858
4/8/21,New Jersey,100405
4/9/21,New Jersey,99451
4/10/21,New Jersey,104111
4/11/21,New Jersey,105008
4/12/21,New Jersey,109117
4/13/21,New Jersey,112820
4/14/21,New Jersey,111542
4/15/21,New Jersey,107353
4/16/21,New Jersey,103522
4/17/21,New Jersey,99004
4/18/21,New Jersey,96985
4/19/21,New Jersey,95324
4/20/21,New Jersey,92264
4/21/21,New Jersey,90764
4/22/21,New Jersey,89644
4/23/21,New Jersey,92048
4/24/21,New Jersey,91149
4/25/21,New Jersey,91296
4/26/21,New Jersey,90531
4/27/21,New Jersey,90993
4/28/21,New Jersey,89025
4/29/21,New Jersey,87334
4/30/21,New Jersey,83118
5/1/21,New Jersey,79205
5/2/21,New Jersey,74521
5/3/21,New Jersey,70645
5/4/21,New Jersey,66588
5/5/21,New Jersey,66766
5/6/21,New Jersey,65780
5/7/21,New Jersey,67363
5/8/21,New Jersey,68193
1/12/21,New Mexico,
1/13/21,New Mexico,3620
1/14/21,New Mexico,5590
1/15/21,New Mexico,7023
1/16/21,New Mexico,7695
1/17/21,New Mexico,8098
1/18/21,New Mexico,8367
1/19/21,New Mexico,8559
1/20/21,New Mexico,8778
1/21/21,New Mexico,9007
1/22/21,New Mexico,8963
1/23/21,New Mexico,10812
1/24/21,New Mexico,11630
1/25/21,New Mexico,10890
1/26/21,New Mexico,10284
1/27/21,New Mexico,10539
1/28/21,New Mexico,10318
1/29/21,New Mexico,10959
1/30/21,New Mexico,9089
1/31/21,New Mexico,9144
2/1/21,New Mexico,10079
2/2/21,New Mexico,9640
2/3/21,New Mexico,9679
2/4/21,New Mexico,9982
2/5/21,New Mexico,9741
2/6/21,New Mexico,10613
2/7/21,New Mexico,9664
2/8/21,New Mexico,9652
2/9/21,New Mexico,9778
2/10/21,New Mexico,9971
2/11/21,New Mexico,10757
2/12/21,New Mexico,11694
2/13/21,New Mexico,11043
2/14/21,New Mexico,12584
2/15/21,New Mexico,12691
2/16/21,New Mexico,13899
2/17/21,New Mexico,13250
2/18/21,New Mexico,12310
2/19/21,New Mexico,24825
2/20/21,New Mexico,25572
2/21/21,New Mexico,25153
2/22/21,New Mexico,24730
2/23/21,New Mexico,24162
2/24/21,New Mexico,24470
2/25/21,New Mexico,25544
2/26/21,New Mexico,13505
2/27/21,New Mexico,14167
2/28/21,New Mexico,15655
3/1/21,New Mexico,15269
3/2/21,New Mexico,15570
3/3/21,New Mexico,16752
3/4/21,New Mexico,15580
3/5/21,New Mexico,15550
3/6/21,New Mexico,17575
3/7/21,New Mexico,15499
3/8/21,New Mexico,17467
3/9/21,New Mexico,16790
3/10/21,New Mexico,14958
3/11/21,New Mexico,17684
3/12/21,New Mexico,18517
3/13/21,New Mexico,16020
3/14/21,New Mexico,18306
3/15/21,New Mexico,16955
3/16/21,New Mexico,18783
3/17/21,New Mexico,20439
3/18/21,New Mexico,19480
3/19/21,New Mexico,19374
3/20/21,New Mexico,20988
3/21/21,New Mexico,20427
3/22/21,New Mexico,20804
3/23/21,New Mexico,18730
3/24/21,New Mexico,18272
3/25/21,New Mexico,18733
3/26/21,New Mexico,18695
3/27/21,New Mexico,18721
3/28/21,New Mexico,19953
3/29/21,New Mexico,20160
3/30/21,New Mexico,20098
3/31/21,New Mexico,20913
4/1/21,New Mexico,20838
4/2/21,New Mexico,21478
4/3/21,New Mexico,21555
4/4/21,New Mexico,20087
4/5/21,New Mexico,19244
4/6/21,New Mexico,19252
4/7/21,New Mexico,18027
4/8/21,New Mexico,19457
4/9/21,New Mexico,19420
4/10/21,New Mexico,19400
4/11/21,New Mexico,19636
4/12/21,New Mexico,20028
4/13/21,New Mexico,20018
4/14/21,New Mexico,20885
4/15/21,New Mexico,19137
4/16/21,New Mexico,18530
4/17/21,New Mexico,18345
4/18/21,New Mexico,17765
4/19/21,New Mexico,17992
4/20/21,New Mexico,18091
4/21/21,New Mexico,17950
4/22/21,New Mexico,17657
4/23/21,New Mexico,17411
4/24/21,New Mexico,16542
4/25/21,New Mexico,16097
4/26/21,New Mexico,15180
4/27/21,New Mexico,15084
4/28/21,New Mexico,14827
4/29/21,New Mexico,14214
4/30/21,New Mexico,13462
5/1/21,New Mexico,13575
5/2/21,New Mexico,13615
5/3/21,New Mexico,14851
5/4/21,New Mexico,14660
5/5/21,New Mexico,14418
5/6/21,New Mexico,14690
5/7/21,New Mexico,14371
5/8/21,New Mexico,14012
1/12/21,New York State,
1/13/21,New York State,52941
1/14/21,New York State,54522
1/15/21,New York State,59311
1/16/21,New York State,59662
1/17/21,New York State,59872
1/18/21,New York State,60012
1/19/21,New York State,60112
1/20/21,New York State,59145
1/21/21,New York State,61124
1/22/21,New York State,63790
1/23/21,New York State,66334
1/24/21,New York State,69502
1/25/21,New York State,68387
1/26/21,New York State,64808
1/27/21,New York State,67458
1/28/21,New York State,73438
1/29/21,New York State,71318
1/30/21,New York State,72774
1/31/21,New York State,72865
2/1/21,New York State,72765
2/2/21,New York State,73211
2/3/21,New York State,69210
2/4/21,New York State,61400
2/5/21,New York State,61298
2/6/21,New York State,61912
2/7/21,New York State,65915
2/8/21,New York State,70058
2/9/21,New York State,67892
2/10/21,New York State,76093
2/11/21,New York State,80062
2/12/21,New York State,82892
2/13/21,New York State,85146
2/14/21,New York State,84046
2/15/21,New York State,85676
2/16/21,New York State,95534
2/17/21,New York State,91775
2/18/21,New York State,90449
2/19/21,New York State,104996
2/20/21,New York State,102095
2/21/21,New York State,99541
2/22/21,New York State,99122
2/23/21,New York State,94610
2/24/21,New York State,91830
2/25/21,New York State,89347
2/26/21,New York State,72524
2/27/21,New York State,74919
2/28/21,New York State,86182
3/1/21,New York State,91983
3/2/21,New York State,103303
3/3/21,New York State,112359
3/4/21,New York State,121644
3/5/21,New York State,129919
3/6/21,New York State,140251
3/7/21,New York State,144621
3/8/21,New York State,151537
3/9/21,New York State,147075
3/10/21,New York State,154877
3/11/21,New York State,158585
3/12/21,New York State,162157
3/13/21,New York State,178982
3/14/21,New York State,151066
3/15/21,New York State,146737
3/16/21,New York State,149501
3/17/21,New York State,144104
3/18/21,New York State,144656
3/19/21,New York State,143577
3/20/21,New York State,127243
3/21/21,New York State,153798
3/22/21,New York State,154212
3/23/21,New York State,160490
3/24/21,New York State,162357
3/25/21,New York State,161838
3/26/21,New York State,169931
3/27/21,New York State,178555
3/28/21,New York State,183266
3/29/21,New York State,191413
3/30/21,New York State,189751
3/31/21,New York State,203576
4/1/21,New York State,201017
4/2/21,New York State,245721
4/3/21,New York State,263628
4/4/21,New York State,266430
4/5/21,New York State,253880
4/6/21,New York State,248257
4/7/21,New York State,252148
4/8/21,New York State,264244
4/9/21,New York State,229302
4/10/21,New York State,218607
4/11/21,New York State,220483
4/12/21,New York State,228960
4/13/21,New York State,239447
4/14/21,New York State,229479
4/15/21,New York State,228669
4/16/21,New York State,220771
4/17/21,New York State,209401
4/18/21,New York State,209841
4/19/21,New York State,204840
4/20/21,New York State,198897
4/21/21,New York State,195802
4/22/21,New York State,189692
4/23/21,New York State,187131
4/24/21,New York State,184852
4/25/21,New York State,171600
4/26/21,New York State,168545
4/27/21,New York State,164660
4/28/21,New York State,165432
4/29/21,New York State,176998
4/30/21,New York State,180265
5/1/21,New York State,183936
5/2/21,New York State,178220
5/3/21,New York State,172633
5/4/21,New York State,170878
5/5/21,New York State,170210
5/6/21,New York State,163113
5/7/21,New York State,152117
5/8/21,New York State,144003
1/12/21,North Carolina,
1/13/21,North Carolina,55328
1/14/21,North Carolina,28301
1/15/21,North Carolina,30405
1/16/21,North Carolina,28926
1/17/21,North Carolina,28038
1/18/21,North Carolina,27447
1/19/21,North Carolina,27024
1/20/21,North Carolina,22935
1/21/21,North Carolina,29296
1/22/21,North Carolina,31727
1/23/21,North Carolina,35671
1/24/21,North Carolina,40662
1/25/21,North Carolina,42821
1/26/21,North Carolina,42706
1/27/21,North Carolina,41324
1/28/21,North Carolina,53788
1/29/21,North Carolina,46616
1/30/21,North Carolina,45961
1/31/21,North Carolina,45031
2/1/21,North Carolina,42815
2/2/21,North Carolina,39490
2/3/21,North Carolina,44276
2/4/21,North Carolina,30525
2/5/21,North Carolina,36979
2/6/21,North Carolina,38929
2/7/21,North Carolina,41555
2/8/21,North Carolina,42660
2/9/21,North Carolina,44477
2/10/21,North Carolina,44199
2/11/21,North Carolina,45597
2/12/21,North Carolina,48191
2/13/21,North Carolina,50312
2/14/21,North Carolina,53556
2/15/21,North Carolina,53826
